Start,End,Start Time,End Time,Action
111639,112288,00:31:02.513,00:31:13.340,None
112289,112438,00:31:13.357,00:31:15.843,None
112439,112575,00:31:15.859,00:31:18.128,None
112576,112670,00:31:18.145,00:31:19.713,None
112671,113268,00:31:19.730,00:31:29.690,None
113269,113560,00:31:29.706,00:31:34.561,None
113561,113670,00:31:34.578,00:31:36.396,None
113671,114060,00:31:36.413,00:31:42.903,None
114061,114220,00:31:42.920,00:31:45.572,None
114221,114548,00:31:45.589,00:31:51.044,None
114549,114688,00:31:51.061,00:31:53.380,None
114689,114865,00:31:53.397,00:31:56.333,None
114866,115750,00:31:56.350,00:32:11.098,None
115751,115880,00:32:11.114,00:32:13.267,None
115881,116830,00:32:13.283,00:32:29.116,None
116831,116928,00:32:29.132,00:32:30.751,None
116929,118810,00:32:30.767,00:33:02.149,None
118811,118912,00:33:02.165,00:33:03.851,None
118913,120375,00:33:03.867,00:33:28.258,None
120376,120495,00:33:28.275,00:33:30.260,None
120496,120998,00:33:30.277,00:33:38.652,None
120999,121465,00:33:38.669,00:33:46.443,None
121466,121535,00:33:46.460,00:33:47.611,None
121536,121588,00:33:47.628,00:33:48.495,None
121589,121683,00:33:48.512,00:33:50.080,None
121684,121758,00:33:50.097,00:33:51.331,None
121759,121823,00:33:51.348,00:33:52.416,None
121824,122075,00:33:52.432,00:33:56.620,Fight
122076,122105,00:33:56.637,00:33:57.120,Fight
122106,122275,00:33:57.137,00:33:59.957,None
122276,122355,00:33:59.973,00:34:01.291,None
122356,122408,00:34:01.308,00:34:02.176,Fight
122409,122430,00:34:02.192,00:34:02.543,Fight
122431,122465,00:34:02.559,00:34:03.126,None
122466,122525,00:34:03.143,00:34:04.127,None
122526,122713,00:34:04.144,00:34:07.264,Capture
122714,122815,00:34:07.281,00:34:08.966,None
122816,123255,00:34:08.982,00:34:16.306,Capture
123256,123425,00:34:16.323,00:34:19.142,None
123426,124161,00:34:19.159,00:34:31.421,None
124162,125178,00:34:31.438,00:34:48.388,None
125179,125987,00:34:48.405,00:35:01.885,None
125988,125989,00:35:01.902,00:35:01.919,None
125990,126673,00:35:01.935,00:35:13.330,None
126674,126815,00:35:13.347,00:35:15.699,None
126816,127018,00:35:15.716,00:35:19.086,None
127019,127315,00:35:19.102,00:35:24.041,None
127316,127413,00:35:24.057,00:35:25.676,None
127414,127478,00:35:25.692,00:35:26.760,None
127479,127703,00:35:26.777,00:35:30.514,None
127704,127798,00:35:30.531,00:35:32.099,None
127799,127895,00:35:32.115,00:35:33.717,None
127896,128010,00:35:33.734,00:35:35.636,None
128011,128658,00:35:35.652,00:35:46.446,None
128659,129278,00:35:46.463,00:35:56.790,None
129279,130038,00:35:56.807,00:36:09.469,None
130039,130240,00:36:09.486,00:36:12.840,None
130241,130317,00:36:12.856,00:36:14.124,None
130318,130788,00:36:14.141,00:36:21.982,None
130789,131253,00:36:21.999,00:36:29.740,None
131254,131548,00:36:29.756,00:36:34.661,None
131549,132561,00:36:34.678,00:36:51.562,None
132562,132706,00:36:51.578,00:36:53.981,None
132707,133053,00:36:53.997,00:36:59.770,None
133054,133121,00:36:59.786,00:37:00.904,None
133122,133293,00:37:00.921,00:37:03.774,None
133294,133441,00:37:03.790,00:37:06.243,None
133442,133483,00:37:06.260,00:37:06.944,None
133484,133558,00:37:06.960,00:37:08.195,None
133559,133606,00:37:08.212,00:37:08.996,None
133607,133731,00:37:09.012,00:37:11.081,None
133732,133768,00:37:11.098,00:37:11.698,None
133769,133836,00:37:11.715,00:37:12.833,None
133837,134103,00:37:12.850,00:37:17.287,None
134104,134193,00:37:17.304,00:37:18.789,None
134194,134336,00:37:18.805,00:37:21.175,None
134337,134461,00:37:21.191,00:37:23.260,None
134462,134551,00:37:23.277,00:37:24.761,None
134552,134726,00:37:24.778,00:37:27.681,None
134727,135263,00:37:27.698,00:37:36.640,None
135264,136833,00:37:36.657,00:38:02.833,None
136834,136936,00:38:02.850,00:38:04.551,None
136937,137501,00:38:04.568,00:38:13.977,None
137502,138021,00:38:13.994,00:38:22.653,None
138022,138221,00:38:22.669,00:38:25.989,None
138222,138261,00:38:26.006,00:38:26.657,None
138262,138308,00:38:26.673,00:38:27.441,None
138309,138503,00:38:27.457,00:38:30.694,None
138504,139011,00:38:30.711,00:38:39.169,None
139012,139133,00:38:39.186,00:38:41.205,None
139134,139263,00:38:41.221,00:38:43.373,None
139264,139401,00:38:43.390,00:38:45.676,None
139402,141511,00:38:45.692,00:39:20.878,None
141512,141658,00:39:20.894,00:39:23.330,None
141659,141956,00:39:23.347,00:39:28.302,None
141957,142111,00:39:28.318,00:39:30.888,None
142112,151175,00:39:30.904,00:42:02.105,None
151176,151290,00:42:02.122,00:42:04.024,None
151291,151392,00:42:04.041,00:42:05.726,None
151393,151615,00:42:05.742,00:42:09.446,None
151616,151720,00:42:09.463,00:42:11.198,None
151721,151930,00:42:11.215,00:42:14.701,None
151931,152065,00:42:14.718,00:42:16.954,None
152066,153075,00:42:16.970,00:42:33.804,None
153076,153272,00:42:33.820,00:42:37.090,None
153273,153567,00:42:37.107,00:42:42.012,None
153568,153802,00:42:42.029,00:42:45.933,None
153803,154052,00:42:45.949,00:42:50.103,None
154053,154291,00:42:50.120,00:42:54.091,None
154292,154401,00:42:54.107,00:42:55.926,None
154402,155156,00:42:55.943,00:43:08.522,None
155157,155291,00:43:08.539,00:43:10.774,None
155292,155656,00:43:10.791,00:43:16.864,None
155657,155796,00:43:16.880,00:43:19.199,None
155797,156263,00:43:19.216,00:43:26.990,None
156264,156426,00:43:27.007,00:43:29.710,None
156427,157328,00:43:29.726,00:43:44.758,None
157329,157758,00:43:44.775,00:43:51.932,None
157759,157968,00:43:51.949,00:43:55.435,None
157969,158176,00:43:55.452,00:43:58.906,None
158177,158503,00:43:58.922,00:44:04.361,None
158504,159143,00:44:04.378,00:44:15.038,None
159144,159301,00:44:15.055,00:44:17.674,None
159302,159578,00:44:17.691,00:44:22.296,None
159579,159778,00:44:22.312,00:44:25.632,None
159779,159923,00:44:25.649,00:44:28.051,None
159924,160111,00:44:28.068,00:44:31.188,None
160112,160331,00:44:31.205,00:44:34.858,None
160332,160533,00:44:34.875,00:44:38.228,None
160534,160683,00:44:38.245,00:44:40.731,None
160684,160801,00:44:40.747,00:44:42.699,None
160802,160888,00:44:42.716,00:44:44.151,None
160889,160961,00:44:44.168,00:44:45.369,None
160962,161111,00:44:45.385,00:44:47.871,None
161112,161313,00:44:47.888,00:44:51.241,None
161314,161578,00:44:51.258,00:44:55.662,None
161579,161776,00:44:55.679,00:44:58.966,None
161777,162348,00:44:58.982,00:45:08.509,None
162349,162501,00:45:08.525,00:45:11.061,None
162502,162656,00:45:11.078,00:45:13.647,None
162657,162733,00:45:13.664,00:45:14.932,None
162734,162843,00:45:14.948,00:45:16.767,None
162844,163063,00:45:16.783,00:45:20.437,None
163064,163286,00:45:20.454,00:45:24.157,None
163287,163531,00:45:24.174,00:45:28.245,None
163532,163608,00:45:28.262,00:45:29.530,None
163609,163958,00:45:29.546,00:45:35.369,None
163959,164096,00:45:35.385,00:45:37.671,None
164097,164243,00:45:37.688,00:45:40.123,None
164244,164503,00:45:40.140,00:45:44.461,None
164504,164686,00:45:44.478,00:45:47.514,None
164687,164846,00:45:47.531,00:45:50.184,None
164847,164903,00:45:50.200,00:45:51.134,None
164904,164986,00:45:51.151,00:45:52.519,None
164987,165096,00:45:52.536,00:45:54.354,None
165097,165223,00:45:54.371,00:45:56.473,None
165224,165331,00:45:56.490,00:45:58.275,None
165332,166378,00:45:58.292,00:46:15.742,None
166379,166748,00:46:15.759,00:46:21.915,None
166749,167576,00:46:21.932,00:46:35.729,None
167577,167746,00:46:35.746,00:46:38.565,None
167747,167918,00:46:38.582,00:46:41.435,None
167919,168036,00:46:41.451,00:46:43.403,None
168037,168158,00:46:43.420,00:46:45.439,None
168159,168303,00:46:45.455,00:46:47.858,None
168304,168521,00:46:47.875,00:46:51.495,None
168522,168581,00:46:51.512,00:46:52.496,None
168582,168748,00:46:52.513,00:46:55.282,None
168749,168856,00:46:55.299,00:46:57.084,None
168857,168961,00:46:57.100,00:46:58.836,None
168962,169208,00:46:58.852,00:47:02.956,None
169209,169291,00:47:02.973,00:47:04.341,None
169292,169563,00:47:04.358,00:47:08.879,None
169564,169746,00:47:08.896,00:47:11.932,None
169747,169961,00:47:11.949,00:47:15.519,None
169962,170791,00:47:15.536,00:47:29.366,None
170792,171008,00:47:29.383,00:47:32.986,None
171009,171356,00:47:33.003,00:47:38.792,None
171357,171521,00:47:38.809,00:47:41.545,None
171522,172248,00:47:41.562,00:47:53.674,None
172249,173415,00:47:53.690,00:48:13.143,None
173416,174338,00:48:13.160,00:48:28.542,None
174339,174590,00:48:28.559,00:48:32.746,None
174591,174993,00:48:32.763,00:48:39.469,None
174994,175215,00:48:39.486,00:48:43.173,None
175216,175565,00:48:43.190,00:48:49.012,None
175566,175685,00:48:49.029,00:48:51.014,None
175686,175950,00:48:51.031,00:48:55.435,None
175951,176305,00:48:55.452,00:49:01.358,None
176306,176473,00:49:01.375,00:49:04.161,None
176474,176798,00:49:04.178,00:49:09.583,None
176799,177363,00:49:09.600,00:49:19.009,None
177364,177643,00:49:19.026,00:49:23.680,None
177644,178195,00:49:23.697,00:49:32.890,None
178196,179160,00:49:32.906,00:49:48.989,None
179161,179518,00:49:49.006,00:49:54.962,None
179519,179910,00:49:54.978,00:50:01.502,None
179911,181510,00:50:01.518,00:50:28.195,None
181511,182190,00:50:28.212,00:50:39.540,None
182191,182280,00:50:39.556,00:50:41.041,None
182281,183025,00:50:41.058,00:50:53.470,None
183026,183240,00:50:53.487,00:50:57.057,None
183241,183712,00:50:57.074,00:51:04.932,None
183713,183877,00:51:04.948,00:51:07.684,None
183878,184707,00:51:07.701,00:51:21.532,None
184708,184842,00:51:21.548,00:51:23.784,None
184843,185272,00:51:23.800,00:51:30.958,None
185273,185767,00:51:30.974,00:51:39.216,None
185768,185895,00:51:39.233,00:51:41.351,None
185896,186050,00:51:41.368,00:51:43.937,None
186051,186470,00:51:43.954,00:51:50.944,None
186471,186555,00:51:50.961,00:51:52.362,None
186556,186717,00:51:52.379,00:51:55.065,None
186718,186842,00:51:55.082,00:51:57.150,None
186843,187075,00:51:57.167,00:52:01.038,None
187076,187205,00:52:01.054,00:52:03.207,None
187206,187392,00:52:03.223,00:52:06.326,None
187393,187525,00:52:06.343,00:52:08.545,None
187526,187802,00:52:08.562,00:52:13.166,None
187803,187900,00:52:13.183,00:52:14.801,None
187901,188482,00:52:14.818,00:52:24.511,None
188483,188715,00:52:24.528,00:52:28.398,None
188716,189405,00:52:28.415,00:52:39.910,None
189406,189747,00:52:39.927,00:52:45.616,None
189748,189950,00:52:45.632,00:52:49.002,None
189951,190047,00:52:49.019,00:52:50.621,None
190048,190243,00:52:50.637,00:52:53.891,None
190244,190756,00:52:53.907,00:53:02.449,None
190757,190853,00:53:02.466,00:53:04.067,None
190854,190951,00:53:04.084,00:53:05.702,None
190952,191141,00:53:05.719,00:53:08.872,None
191142,191221,00:53:08.889,00:53:10.207,None
191222,191486,00:53:10.224,00:53:14.628,None
191487,191578,00:53:14.645,00:53:16.163,None
191579,191856,00:53:16.180,00:53:20.801,None
191857,191961,00:53:20.817,00:53:22.553,None
191962,192191,00:53:22.569,00:53:26.390,None
192192,192301,00:53:26.406,00:53:28.225,None
192302,192408,00:53:28.242,00:53:30.010,None
192409,192683,00:53:30.027,00:53:34.598,None
192684,193053,00:53:34.615,00:53:40.771,None
193054,193328,00:53:40.787,00:53:45.359,None
193329,193571,00:53:45.375,00:53:49.413,None
193572,193786,00:53:49.429,00:53:53.000,None
193787,193986,00:53:53.016,00:53:56.336,None
193987,194236,00:53:56.353,00:54:00.507,None
194237,194341,00:54:00.524,00:54:02.259,None
194342,194773,00:54:02.276,00:54:09.466,None
194774,195458,00:54:09.483,00:54:20.894,None
195459,195786,00:54:20.911,00:54:26.366,None
195787,196341,00:54:26.383,00:54:35.626,None
196342,196518,00:54:35.642,00:54:38.579,None
196519,196628,00:54:38.595,00:54:40.414,None
196629,196756,00:54:40.430,00:54:42.549,None
196757,196938,00:54:42.566,00:54:45.586,None
196939,197046,00:54:45.602,00:54:47.387,None
197047,197166,00:54:47.404,00:54:49.389,None
197167,197246,00:54:49.406,00:54:50.724,None
197247,197358,00:54:50.741,00:54:52.593,None
197359,197516,00:54:52.609,00:54:55.229,None
197517,197613,00:54:55.245,00:54:56.847,None
197614,197768,00:54:56.864,00:54:59.433,None
197769,197906,00:54:59.449,00:55:01.735,None
197907,198066,00:55:01.752,00:55:04.404,None
198067,198253,00:55:04.421,00:55:07.524,None
198254,198756,00:55:07.541,00:55:15.916,None
198757,198928,00:55:15.933,00:55:18.785,None
198929,199161,00:55:18.802,00:55:22.673,None
199162,199278,00:55:22.689,00:55:24.625,None
199279,199636,00:55:24.641,00:55:30.597,None
199637,200041,00:55:30.614,00:55:37.354,None
200042,200283,00:55:37.371,00:55:41.391,None
200284,200513,00:55:41.408,00:55:45.229,None
200514,201066,00:55:45.245,00:55:54.454,None
201067,201161,00:55:54.471,00:55:56.039,None
201162,201331,00:55:56.056,00:55:58.876,None
201332,201531,00:55:58.892,00:56:02.212,None
201532,201978,00:56:02.229,00:56:09.670,None
201979,202121,00:56:09.686,00:56:12.055,None
202122,202381,00:56:12.072,00:56:16.393,None
202382,202561,00:56:16.410,00:56:19.396,None
202562,202758,00:56:19.413,00:56:22.683,None
202759,202853,00:56:22.699,00:56:24.268,None
202854,202943,00:56:24.284,00:56:25.769,None
202944,203023,00:56:25.786,00:56:27.104,None
203024,203511,00:56:27.120,00:56:35.245,None
203512,203838,00:56:35.262,00:56:40.701,None
203839,204116,00:56:40.717,00:56:45.339,None
204117,204313,00:56:45.355,00:56:48.625,None
204314,204363,00:56:48.642,00:56:49.459,None
204364,204516,00:56:49.476,00:56:52.012,None
204517,204616,00:56:52.029,00:56:53.680,None
204617,204716,00:56:53.697,00:56:55.349,None
204717,204928,00:56:55.365,00:56:58.886,None
204929,205041,00:56:58.902,00:57:00.771,None
205042,205121,00:57:00.787,00:57:02.105,None
205122,205173,00:57:02.122,00:57:02.973,None
205174,205211,00:57:02.990,00:57:03.607,None
205212,205256,00:57:03.624,00:57:04.358,Fight
205257,205296,00:57:04.374,00:57:05.025,Fight
205297,205351,00:57:05.042,00:57:05.943,None
205352,205391,00:57:05.959,00:57:06.610,None
205392,205421,00:57:06.627,00:57:07.110,None
205422,205466,00:57:07.127,00:57:07.861,Fight and Capture
205467,205511,00:57:07.878,00:57:08.612,None
205512,205566,00:57:08.629,00:57:09.530,Fight and Capture
205567,205636,00:57:09.546,00:57:10.697,None
205637,205706,00:57:10.714,00:57:11.865,None
205707,205773,00:57:11.882,00:57:12.983,None
205774,205813,00:57:13.000,00:57:13.650,None
205814,205888,00:57:13.667,00:57:14.902,None
205889,205973,00:57:14.918,00:57:16.320,Fight
205974,206026,00:57:16.336,00:57:17.204,None
206027,206101,00:57:17.221,00:57:18.455,None
206102,206153,00:57:18.472,00:57:19.323,None
206154,206371,00:57:19.339,00:57:22.960,Capture
206372,206583,00:57:22.976,00:57:26.496,None
206584,206746,00:57:26.513,00:57:29.216,None
206747,206851,00:57:29.233,00:57:30.968,None
206852,207016,00:57:30.984,00:57:33.720,None
207017,207381,00:57:33.737,00:57:39.810,None
207382,207573,00:57:39.826,00:57:43.013,None
207574,207711,00:57:43.030,00:57:45.315,None
207712,208033,00:57:45.332,00:57:50.687,None
208034,208501,00:57:50.704,00:57:58.495,None
208502,208646,00:57:58.512,00:58:00.914,None
208647,208748,00:58:00.931,00:58:02.616,None
208749,209003,00:58:02.633,00:58:06.870,None
209004,209286,00:58:06.887,00:58:11.592,None
209287,209383,00:58:11.608,00:58:13.210,None
209384,210118,00:58:13.227,00:58:25.472,None
210119,210321,00:58:25.489,00:58:28.859,None
210322,210751,00:58:28.876,00:58:36.033,None
210752,211041,00:58:36.049,00:58:40.871,None
211042,211346,00:58:40.888,00:58:45.959,None
211347,211621,00:58:45.976,00:58:50.547,None
211622,211833,00:58:50.564,00:58:54.084,None
211834,212366,00:58:54.101,00:59:02.976,None
212367,212453,00:59:02.993,00:59:04.428,None
212454,214026,00:59:04.444,00:59:30.671,None
214027,214248,00:59:30.687,00:59:34.374,None
214249,214361,00:59:34.391,00:59:36.260,None
214362,216487,00:59:36.276,01:00:11.728,None
216488,216720,01:00:11.745,01:00:15.616,None
216721,216947,01:00:15.632,01:00:19.403,None
216948,217450,01:00:19.419,01:00:27.794,None
217451,217740,01:00:27.811,01:00:32.633,None
217741,218065,01:00:32.649,01:00:38.055,None
218066,218257,01:00:38.071,01:00:41.258,None
218258,218392,01:00:41.275,01:00:43.510,None
218393,218470,01:00:43.527,01:00:44.811,None
218471,218832,01:00:44.828,01:00:50.851,None
218833,218962,01:00:50.868,01:00:53.020,None
218963,219220,01:00:53.036,01:00:57.324,None
219221,219297,01:00:57.341,01:00:58.609,None
219298,219572,01:00:58.625,01:01:03.197,None
219573,220067,01:01:03.213,01:01:11.455,None
220068,220142,01:01:11.471,01:01:12.706,None
220143,220217,01:01:12.723,01:01:13.957,None
220218,220395,01:01:13.974,01:01:16.927,None
220396,220667,01:01:16.944,01:01:21.465,None
220668,221612,01:01:21.481,01:01:37.231,None
221613,221727,01:01:37.247,01:01:39.149,None
221728,222115,01:01:39.166,01:01:45.622,None
222116,222305,01:01:45.639,01:01:48.792,None
222306,222492,01:01:48.809,01:01:51.912,None
222493,222675,01:01:51.929,01:01:54.965,None
222676,222800,01:01:54.982,01:01:57.050,None
222801,223090,01:01:57.067,01:02:01.889,None
223091,223185,01:02:01.905,01:02:03.473,None
223186,223427,01:02:03.490,01:02:07.511,None
223428,223665,01:02:07.528,01:02:11.481,None
223666,223770,01:02:11.498,01:02:13.233,None
223771,223882,01:02:13.250,01:02:15.102,None
223883,223977,01:02:15.118,01:02:16.687,None
223978,224017,01:02:16.703,01:02:17.354,None
224018,224077,01:02:17.371,01:02:18.355,None
224078,224150,01:02:18.372,01:02:19.573,None
224151,224227,01:02:19.590,01:02:20.858,None
224228,224295,01:02:20.874,01:02:21.992,None
224296,224432,01:02:22.009,01:02:24.278,None
224433,224525,01:02:24.294,01:02:25.829,None
224526,224635,01:02:25.846,01:02:27.664,None
224636,224740,01:02:27.681,01:02:29.416,None
224741,225177,01:02:29.433,01:02:36.707,None
225178,225402,01:02:36.723,01:02:40.460,None
225403,225537,01:02:40.477,01:02:42.713,None
225538,225627,01:02:42.729,01:02:44.214,None
225628,225737,01:02:44.231,01:02:46.049,None
225738,225845,01:02:46.066,01:02:47.851,None
225846,225940,01:02:47.868,01:02:49.436,None
225941,226042,01:02:49.453,01:02:51.138,None
226043,226172,01:02:51.154,01:02:53.307,None
226173,226250,01:02:53.323,01:02:54.608,None
226251,226355,01:02:54.625,01:02:56.360,None
226356,226452,01:02:56.376,01:02:57.978,None
226453,226507,01:02:57.995,01:02:58.896,None
226508,226727,01:02:58.912,01:03:02.566,None
226728,226797,01:03:02.583,01:03:03.734,None
226798,227075,01:03:03.750,01:03:08.372,None
227076,227250,01:03:08.388,01:03:11.291,None
227251,227387,01:03:11.308,01:03:13.577,None
227388,227890,01:03:13.594,01:03:21.969,None
227891,228020,01:03:21.985,01:03:24.137,None
228021,228152,01:03:24.154,01:03:26.340,None
228153,228262,01:03:26.356,01:03:28.175,None
228263,228617,01:03:28.192,01:03:34.097,None
228618,228752,01:03:34.114,01:03:36.350,None
228753,229474,01:03:36.366,01:03:48.395,None
229475,229716,01:03:48.412,01:03:52.432,None
229717,229849,01:03:52.449,01:03:54.651,None
229850,230431,01:03:54.668,01:04:04.361,None
230432,230561,01:04:04.378,01:04:06.530,None
230562,230786,01:04:06.547,01:04:10.284,None
230787,230914,01:04:10.300,01:04:12.419,None
230915,233109,01:04:12.436,01:04:49.039,None
233110,233399,01:04:49.056,01:04:53.877,None
233400,234611,01:04:53.894,01:05:14.097,None
234612,234741,01:05:14.114,01:05:16.266,None
234742,235456,01:05:16.283,01:05:28.195,None
235457,236879,01:05:28.212,01:05:51.935,None
236880,237004,01:05:51.952,01:05:54.021,None
237005,237499,01:05:54.037,01:06:02.279,None
237500,238616,01:06:02.296,01:06:20.914,None
238617,240336,01:06:20.931,01:06:49.610,None
240337,240479,01:06:49.626,01:06:51.995,None
240480,241304,01:06:52.012,01:07:05.759,None
241305,241454,01:07:05.776,01:07:08.262,None
241455,241549,01:07:08.278,01:07:09.847,None
241550,241789,01:07:09.863,01:07:13.851,None
241790,242304,01:07:13.867,01:07:22.442,None
242305,242796,01:07:22.459,01:07:30.651,None
242797,242836,01:07:30.667,01:07:31.318,None
242837,243259,01:07:31.335,01:07:38.375,None
243260,243314,01:07:38.392,01:07:39.293,None
243315,244236,01:07:39.309,01:07:54.675,None
244237,245966,01:07:54.691,01:08:23.537,None
245967,246834,01:08:23.554,01:08:38.018,None
246835,246994,01:08:38.035,01:08:40.687,None
246995,247091,01:08:40.704,01:08:42.306,None
247092,247269,01:08:42.322,01:08:45.275,None
247270,247494,01:08:45.292,01:08:49.029,None
247495,247809,01:08:49.046,01:08:54.284,None
247810,247971,01:08:54.301,01:08:56.987,None
247972,248064,01:08:57.004,01:08:58.539,None
248065,248236,01:08:58.555,01:09:01.408,None
248237,248614,01:09:01.425,01:09:07.714,None
248615,248754,01:09:07.731,01:09:10.050,None
248755,248914,01:09:10.067,01:09:12.719,None
248915,249014,01:09:12.736,01:09:14.388,None
249015,249169,01:09:14.404,01:09:16.974,None
249170,249701,01:09:16.990,01:09:25.849,None
249702,250626,01:09:25.866,01:09:41.281,None
250627,250913,01:09:41.298,01:09:46.069,None
250914,251386,01:09:46.086,01:09:53.961,None
251387,252086,01:09:53.977,01:10:05.639,None
252087,252221,01:10:05.656,01:10:07.891,None
252222,256586,01:10:07.908,01:11:20.714,None
256587,257026,01:11:20.731,01:11:28.055,None
257027,257148,01:11:28.071,01:11:30.090,None
257149,257173,01:11:30.107,01:11:30.507,None
257174,257221,01:11:30.524,01:11:31.308,Fight
257222,257248,01:11:31.325,01:11:31.758,Fight
257249,257286,01:11:31.775,01:11:32.392,Fight
257287,257323,01:11:32.409,01:11:33.010,None
257324,257381,01:11:33.026,01:11:33.977,Fight
257382,257433,01:11:33.994,01:11:34.845,Fight
257434,257461,01:11:34.862,01:11:35.312,Fight
257462,257696,01:11:35.329,01:11:39.233,None
257697,258238,01:11:39.249,01:11:48.275,None
258239,258456,01:11:48.292,01:11:51.912,None
258457,258949,01:11:51.929,01:12:00.137,None
258950,260011,01:12:00.153,01:12:17.855,None
260012,260254,01:12:17.871,01:12:21.909,None
260255,260459,01:12:21.925,01:12:25.329,None
260460,260719,01:12:25.345,01:12:29.666,None
260720,260964,01:12:29.683,01:12:33.754,None
260965,261331,01:12:33.770,01:12:39.877,None
261332,261756,01:12:39.893,01:12:46.967,None
261757,262001,01:12:46.984,01:12:51.054,None
262002,262221,01:12:51.071,01:12:54.725,None
262222,262511,01:12:54.741,01:12:59.563,None
262512,262676,01:12:59.580,01:13:02.316,None
262677,263389,01:13:02.332,01:13:14.211,None
263390,263911,01:13:14.228,01:13:22.920,None
263912,264321,01:13:22.936,01:13:29.760,None
264322,264771,01:13:29.776,01:13:37.267,None
264772,264954,01:13:37.284,01:13:40.320,None
264955,265356,01:13:40.337,01:13:47.027,None
265357,265431,01:13:47.044,01:13:48.278,None
265432,265539,01:13:48.295,01:13:50.080,None
265540,265756,01:13:50.097,01:13:53.700,None
265757,265906,01:13:53.717,01:13:56.203,None
265907,266039,01:13:56.220,01:13:58.422,None
266040,266496,01:13:58.438,01:14:06.046,None
266497,266979,01:14:06.063,01:14:14.104,None
266980,267164,01:14:14.121,01:14:17.191,None
267165,267251,01:14:17.207,01:14:18.642,None
267252,267701,01:14:18.659,01:14:26.149,None
267702,267929,01:14:26.166,01:14:29.953,None
267930,268066,01:14:29.970,01:14:32.239,None
268067,268354,01:14:32.256,01:14:37.044,None
268355,268486,01:14:37.060,01:14:39.246,None
268487,268566,01:14:39.263,01:14:40.581,None
268567,269159,01:14:40.597,01:14:50.474,None
269160,269269,01:14:50.490,01:14:52.309,None
269270,269379,01:14:52.326,01:14:54.144,None
269380,269479,01:14:54.161,01:14:55.812,None
269480,269709,01:14:55.829,01:14:59.650,None
269710,269891,01:14:59.666,01:15:02.686,None
269892,269976,01:15:02.703,01:15:04.104,None
269977,270251,01:15:04.121,01:15:08.692,None
270252,270344,01:15:08.709,01:15:10.244,None
270345,270449,01:15:10.260,01:15:11.995,None
270450,270689,01:15:12.012,01:15:15.999,None
270690,270761,01:15:16.016,01:15:17.201,None
270762,270889,01:15:17.217,01:15:19.336,None
270890,270971,01:15:19.353,01:15:20.704,None
270972,271309,01:15:20.721,01:15:26.343,None
271310,271551,01:15:26.360,01:15:30.380,None
271552,271701,01:15:30.397,01:15:32.883,None
271702,272124,01:15:32.900,01:15:39.940,None
272125,272196,01:15:39.957,01:15:41.141,None
272197,272294,01:15:41.158,01:15:42.776,None
272295,272541,01:15:42.793,01:15:46.897,None
272542,272624,01:15:46.914,01:15:48.282,None
272625,272746,01:15:48.298,01:15:50.317,None
272747,273291,01:15:50.334,01:15:59.409,None
273292,273499,01:15:59.426,01:16:02.880,None
273500,273721,01:16:02.896,01:16:06.583,None
273722,273839,01:16:06.600,01:16:08.552,None
273840,274096,01:16:08.569,01:16:12.840,None
274097,274239,01:16:12.856,01:16:15.225,None
274240,274356,01:16:15.242,01:16:17.177,None
274357,274436,01:16:17.194,01:16:18.512,None
274437,274504,01:16:18.529,01:16:19.646,None
274505,274601,01:16:19.663,01:16:21.265,None
274602,274754,01:16:21.281,01:16:23.817,None
274755,274866,01:16:23.834,01:16:25.686,None
274867,275021,01:16:25.702,01:16:28.272,None
275022,275101,01:16:28.288,01:16:29.606,None
275102,275211,01:16:29.623,01:16:31.441,None
275212,275411,01:16:31.458,01:16:34.778,None
275412,275519,01:16:34.795,01:16:36.580,None
275520,275594,01:16:36.597,01:16:37.831,None
275595,275666,01:16:37.848,01:16:39.032,None
275667,275709,01:16:39.049,01:16:39.750,None
275710,275731,01:16:39.766,01:16:40.117,None
275732,275754,01:16:40.133,01:16:40.501,None
275755,275784,01:16:40.517,01:16:41.001,None
275785,275856,01:16:41.018,01:16:42.202,None
275857,276036,01:16:42.219,01:16:45.205,None
276037,276196,01:16:45.222,01:16:47.875,None
276197,276261,01:16:47.891,01:16:48.959,None
276262,276316,01:16:48.976,01:16:49.877,None
276317,276329,01:16:49.893,01:16:50.093,None
276330,276376,01:16:50.110,01:16:50.878,None
276377,276646,01:16:50.894,01:16:55.382,None
276647,276794,01:16:55.399,01:16:57.851,None
276795,277024,01:16:57.868,01:17:01.688,None
277025,277124,01:17:01.705,01:17:03.357,None
277125,277201,01:17:03.373,01:17:04.641,None
277202,277329,01:17:04.658,01:17:06.777,None
277330,277421,01:17:06.793,01:17:08.312,None
277422,277624,01:17:08.328,01:17:11.698,None
277625,277749,01:17:11.715,01:17:13.784,None
277750,277894,01:17:13.800,01:17:16.203,None
277895,278019,01:17:16.220,01:17:18.288,None
278020,278152,01:17:18.305,01:17:20.507,None
278153,278289,01:17:20.524,01:17:22.793,None
278290,278537,01:17:22.809,01:17:26.930,None
278538,278617,01:17:26.947,01:17:28.265,None
278618,278734,01:17:28.282,01:17:30.217,None
278735,278899,01:17:30.234,01:17:32.970,None
278900,278989,01:17:32.986,01:17:34.471,None
278990,279054,01:17:34.488,01:17:35.556,None
279055,279162,01:17:35.572,01:17:37.357,None
279163,279229,01:17:37.374,01:17:38.475,None
279230,279324,01:17:38.492,01:17:40.060,None
279325,279412,01:17:40.077,01:17:41.528,None
